km,potencia,volante_regulable,aire_acondicionado,camara_trasera,asientos_traseros_plegables,elevalunas_electrico,bluetooth,gps,alerta_lim_velocidad,precio,tiemo_venta,year_registro,mes_registro,year_venta,mes_venta,precio_log10,tipo_gasolina_diesel,tipo_gasolina_electro,tipo_gasolina_hybrid_petrol,tipo_gasolina_petrol,color_beige,color_black,color_blue,color_brown,color_green,color_grey,color_orange,color_red,color_silver,color_white,tipo_coche_convertible,tipo_coche_coupe,tipo_coche_estate,tipo_coche_hatchback,tipo_coche_sedan,tipo_coche_subcompact,tipo_coche_suv,tipo_coche_van,modelo_agrupado_M1,modelo_agrupado_M2,modelo_agrupado_M3,modelo_agrupado_M4,modelo_agrupado_M5,modelo_agrupado_M6,modelo_agrupado_M7,modelo_agrupado_Otros,modelo_agrupado_XSERIES
147180.0,100.0,True,False,True,False,False,False,True,False,8400.0,75,2012,5,2018,7,3.9242792860618816,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
51618.0,105.0,False,True,False,False,True,False,True,False,17100.0,32,2015,10,2018,6,4.232996110392154,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
104433.0,120.0,True,False,False,False,True,False,True,False,7500.0,125,2008,3,2018,7,3.8750612633917,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
77334.0,135.0,False,False,False,False,True,False,True,False,23800.0,54,2014,1,2018,7,4.376576957056512,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
55329.0,135.0,False,False,False,False,False,False,False,False,26500.0,50,2014,3,2018,5,4.423245873936808,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14041.0,140.0,True,True,False,False,True,True,True,False,27700.0,26,2016,7,2018,9,4.442479769064448,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
78638.0,160.0,False,True,False,False,False,True,True,True,18300.0,39,2014,10,2018,1,4.26245108973043,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
329173.0,110.0,True,False,False,False,False,True,True,True,2300.0,171,2004,7,2018,8,3.361727836017593,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
34082.0,240.0,False,True,True,False,True,True,True,True,30200.0,26,2015,11,2018,1,4.480006942957151,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
181644.0,135.0,True,True,False,False,True,False,True,True,19000.0,44,2014,5,2018,1,4.278753600952829,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
26062.0,225.0,True,True,False,True,True,True,True,True,30500.0,37,2015,2,2018,3,4.484299839346786,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
56250.0,160.0,False,False,False,False,False,False,False,True,28600.0,41,2014,9,2018,2,4.456366033129043,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
45536.0,250.0,True,True,True,False,True,True,True,True,38900.0,40,2014,10,2018,2,4.589949601325708,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
69695.0,230.0,True,True,False,False,True,True,True,True,36300.0,71,2012,4,2018,2,4.559906625036112,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
61300.0,135.0,True,True,False,False,True,False,True,True,27700.0,35,2015,3,2018,2,4.442479769064448,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
197407.0,230.0,True,True,True,False,True,True,True,True,32100.0,69,2012,6,2018,2,4.506505032404872,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
93066.0,135.0,True,False,False,True,True,False,True,False,11900.0,65,2013,1,2018,6,4.075546961392531,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
29925.0,309.0,True,True,False,False,True,True,True,True,47000.0,67,2012,9,2018,4,4.672097857935717,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
67403.0,230.0,True,True,True,True,True,True,True,True,55200.0,30,2015,8,2018,2,4.7419390777291985,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
199614.0,120.0,True,True,True,False,True,True,True,False,16100.0,51,2013,11,2018,2,4.20682587603185,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
27786.0,140.0,False,True,False,False,False,True,True,False,26200.0,29,2015,9,2018,2,4.418301291319746,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
80165.0,135.0,False,False,False,False,False,False,False,False,19500.0,40,2014,11,2018,3,4.290034611362518,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
69410.0,317.0,True,True,False,False,False,True,True,True,53600.0,37,2015,2,2018,3,4.72916478969277,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
170550.0,309.0,True,True,False,False,True,False,True,True,28000.0,85,2011,3,2018,3,4.447158031342219,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
42077.0,135.0,False,False,False,False,True,True,True,False,22400.0,47,2014,4,2018,3,4.350248018334163,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
92527.0,230.0,True,True,True,False,False,False,True,True,32000.0,73,2012,3,2018,3,4.505149978319906,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
23949.0,100.0,False,True,False,False,True,False,True,False,26400.0,27,2016,1,2018,4,4.421603926869831,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
175311.0,130.0,True,False,False,True,True,False,True,False,8600.0,100,2009,12,2018,3,3.934498451243568,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
97806.0,230.0,True,True,False,True,True,True,True,True,31500.0,31,2015,8,2018,3,4.498310553789601,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
141346.0,230.0,True,True,True,False,True,True,True,True,39900.0,72,2012,4,2018,3,4.600972895686748,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
220101.0,130.0,False,False,False,False,True,False,True,False,8900.0,85,2011,3,2018,3,3.949390006644913,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
64386.0,135.0,False,False,False,False,True,True,True,True,23800.0,47,2014,4,2018,3,4.376576957056512,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
152383.0,135.0,True,False,False,False,True,True,True,True,16900.0,47,2014,4,2018,3,4.227886704613674,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
69736.0,240.0,True,True,True,False,True,True,True,False,30000.0,42,2014,11,2018,5,4.477121254719663,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
202812.0,130.0,False,False,False,False,True,False,True,True,8200.0,111,2009,2,2018,4,3.9138138523837167,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
69768.0,230.0,True,True,True,False,True,False,True,True,36900.0,76,2012,1,2018,4,4.567026366159061,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
220296.0,130.0,False,False,False,False,True,False,True,False,7500.0,86,2011,3,2018,4,3.8750612633917,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
125965.0,135.0,False,True,False,False,True,True,True,False,23400.0,42,2014,10,2018,4,4.3692158574101425,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
193330.0,120.0,True,True,False,False,True,True,True,True,23000.0,44,2014,8,2018,4,4.361727836017593,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
12402.0,170.0,True,True,False,False,False,False,False,True,95200.0,27,2016,1,2018,4,4.978636948384474,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
147130.0,135.0,False,True,False,False,True,False,True,True,23200.0,51,2014,1,2018,4,4.365487984890899,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
96260.0,135.0,False,True,False,False,True,True,True,False,25300.0,50,2014,2,2018,4,4.4031205211758175,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
99283.0,309.0,False,False,False,False,True,False,True,True,28600.0,116,2008,9,2018,4,4.456366033129043,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
48431.0,135.0,True,True,False,True,True,True,True,False,27000.0,48,2014,4,2018,4,4.431363764158987,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
170862.0,170.0,True,False,False,False,True,True,True,True,9200.0,130,2007,7,2018,4,3.963787827345555,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
100154.0,135.0,True,True,False,False,True,False,True,True,22500.0,49,2014,3,2018,4,4.352182518111363,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
187967.0,120.0,True,True,False,False,False,True,True,False,3100.0,206,2001,4,2018,4,3.4913616938342726,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
39228.0,135.0,False,False,False,True,True,False,True,True,14600.0,63,2013,1,2018,4,4.164352855784437,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
90763.0,230.0,False,True,True,False,False,True,False,True,26100.0,47,2014,5,2018,4,4.416640507338281,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
342768.0,135.0,False,True,False,False,True,False,True,False,8200.0,21,2011,12,2010,4,3.9138138523837167,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
188335.0,130.0,False,False,False,False,True,False,True,True,8700.0,107,2009,7,2018,5,3.9395192526186187,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
37619.0,240.0,True,False,False,False,True,True,True,True,27700.0,48,2014,5,2018,5,4.442479769064448,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
107375.0,135.0,True,True,False,False,True,True,True,False,23800.0,46,2014,7,2018,5,4.376576957056512,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
87304.0,225.0,True,True,True,False,True,True,True,True,23500.0,81,2011,9,2018,5,4.371067862271736,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
33947.0,135.0,False,True,False,False,True,True,True,True,28000.0,49,2014,4,2018,5,4.447158031342219,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
61429.0,135.0,True,True,False,False,True,False,True,True,26800.0,38,2015,3,2018,5,4.4281347940287885,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
149943.0,190.0,True,True,True,False,True,True,True,True,10500.0,137,2007,1,2018,5,4.021189299069938,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
36139.0,230.0,True,True,False,False,True,False,True,True,32100.0,68,2012,9,2018,5,4.506505032404872,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41353.0,135.0,False,False,False,False,True,True,True,False,22000.0,49,2014,4,2018,5,4.342422680822207,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
121100.0,230.0,True,True,True,True,True,True,True,True,28600.0,49,2014,4,2018,5,4.456366033129043,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
80540.0,120.0,False,True,False,True,True,False,True,True,21800.0,48,2014,5,2018,5,4.338456493604605,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
126685.0,230.0,True,True,True,True,True,True,True,True,36500.0,68,2012,9,2018,5,4.562292864456475,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12634.0,142.0,True,True,False,False,True,False,True,True,17800.0,20,2016,9,2018,5,4.250420002308894,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
47902.0,140.0,True,True,False,False,True,True,True,True,30700.0,28,2016,1,2018,5,4.487138375477186,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
63421.0,230.0,True,True,True,True,True,True,True,True,45800.0,44,2014,9,2018,5,4.66086547800387,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
70880.0,190.0,False,True,False,False,False,True,True,True,28700.0,48,2014,5,2018,5,4.457881896733992,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
162327.0,190.0,True,True,False,True,True,True,True,True,23300.0,46,2014,7,2018,5,4.367355921026019,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
45299.0,120.0,True,True,False,False,True,False,True,True,27600.0,30,2015,11,2018,5,4.440909082065217,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
